 lon     lat      ve     vn    sdve  sdvn   ve_p   vn_p stat source
-117.438 40.278  -4.49   4.77  0.18  0.18   1.09  -2.43 JERS #
-122.991 45.523   5.86  11.73  0.19  0.15  -1.15  -2.59 JIME #
-120.833 35.873 -24.02  35.84  0.39  0.28  -2.12  -0.42 JLN5 #
-117.955 34.449 -18.98  20.78  0.25  0.23   0.06   0.69 JNHG #
-122.437 48.562   6.03   6.38  0.27  0.22  -2.08  -1.88 JOBO #
-116.099 36.459  -5.08   4.26  0.22  0.17   2.09  -1.52 JOHN #
-114.202 37.152  -3.13   2.94  0.17  0.16   1.17  -1.04 JONE #
-124.054 48.433   7.79   8.68  0.50  0.54  -0.62  -0.91 JORD #
-118.174 34.202 -23.46  23.42  0.39  0.46  -1.51   1.82 JPL4 #
-118.178 34.202 -23.68  24.48  0.06  0.06  -1.54   1.95 JPLF #
-118.173 34.205 -23.69  23.22  0.14  0.14  -1.65   2.12 JPLM #
-118.178 34.202 -23.66  22.99  0.27  0.29  -1.36   2.62 JPLQ #
-118.178 34.202 -23.51  23.71  0.34  0.40  -1.50   1.83 JPLT #
-118.174 34.202 -23.55  22.72  0.17  0.17  -1.48   2.33 JPLV #
-122.227 37.406 -22.57  31.03  0.20  0.18  -0.04  -0.15 JRSC #
-118.078 43.744   1.88   4.61  0.42  0.35  -2.28  -2.05 JUN1 #
-118.412 40.908  -2.73   5.17  0.13  0.16  -1.45  -1.59 JUNG #
-119.068 40.323  -4.22   6.53  0.17  0.13  -0.94  -1.97 JUNI #
-118.557 46.641   4.25   4.69  0.40  0.40  -2.40  -2.05 KAHL #
-113.461 35.195  -4.11   3.04  0.16  0.13   1.86  -0.77 KAYO #
-119.008 34.399 -24.42  24.03  0.18  0.17  -2.26   2.08 KBRC #
-119.457 49.876   3.79   3.33  0.35  0.42  -2.07  -1.86 KEL1 #
-122.896 46.118   6.83  10.91  0.26  0.23  -1.15  -2.33 KELS #
-114.465 35.612  -4.53   3.30  0.18  0.20   2.02  -1.20 KEMP #
-119.159 46.198   3.60   4.78  0.16  0.17  -2.40  -2.22 KENI #
-118.201 36.036 -12.17  11.91  0.15  0.15   3.02  -0.14 KENN #
-121.784 42.224  -0.44   9.71  0.21  0.18  -2.56  -2.61 KFRC #
-114.002 35.231  -4.20   2.46  0.25  0.21   2.04  -1.07 KGMN #
-114.041 35.197  -4.33   3.55  0.17  0.15   2.04  -0.98 KING #
-119.851 38.961  -9.62  10.73  0.29  0.22   0.45  -2.40 KINS #
-117.912 40.063  -4.17   5.00  0.14  0.11  -0.25  -1.68 KITT #
-119.458 49.877   3.53   5.04  0.30  0.51  -2.06  -1.84 KLO3 #
-118.558 46.643   3.40   5.02  0.23  0.24  -2.33  -2.09 KLTS #
-111.989 37.520  -1.89   2.44  0.20  0.20   0.74  -0.52 KODA #
-116.810 47.771   3.79   4.12  0.16  0.21  -2.15  -1.78 KOOT #
-122.321 47.803   8.75   7.65  0.24  0.22  -1.90  -1.88 KRMT #
-101.755 37.979   0.11   1.43  0.28  0.26  -0.05   0.02 KSSY #
-122.795 47.547   6.84   7.80  0.14  0.13  -1.23  -1.83 KTBW #
-118.970 40.444  -3.65   6.42  0.17  0.19  -1.13  -1.85 KUMI #
-117.855 40.401  -2.88   4.64  0.15  0.24  -1.42  -1.40 KYLE #
-116.173 33.925 -10.97   9.60  0.15  0.13   3.04   0.57 KYVW #
-120.442 39.458 -10.17  10.83  0.39  0.37   0.25  -2.51 LACE #
-115.704 40.851  -2.88   3.29  0.14  0.14  -0.56  -1.48 LACR #
-119.375 39.936  -5.29   7.69  0.30  0.22  -0.36  -2.18 LAKE #
-104.372 49.919   2.12   0.56  0.30  0.23  -1.23  -0.69 LAN5 #
-120.473 35.900 -20.82  33.88  0.44  0.38  -0.48  -1.80 LAND #
-106.304 35.883  -1.10   2.02  0.34  0.31   0.58  -0.06 LANM #
-119.489 38.515  -9.68  11.60  0.16  0.12   0.62  -2.43 LANT #
-118.575 34.182 -24.99  27.18  0.13  0.12  -1.77   2.47 LAPC #
-118.304 39.394  -5.19   6.97  0.14  0.13   0.35  -2.87 LAPL #
-121.506 43.665   2.86   8.52  0.18  0.16  -3.25  -2.93 LAPN #
-118.307 33.928 -25.45  26.87  0.26  0.19  -1.40   2.53 LASC #
-118.181 37.029  -8.10  10.38  0.12  0.10   1.28  -2.22 LAVA #
-118.292 37.393  -6.69   9.66  0.11  0.11   0.86  -2.52 LAWS #
-118.137 33.832 -25.76  26.95  0.21  0.17  -1.00   2.36 LBC1 #
-118.173 33.792 -25.93  27.52  0.17  0.16  -0.99   2.44 LBC2 #
-118.203 33.788 -26.98  28.23  0.24  0.17  -1.04   2.41 LBCH #
-117.238 32.881 -28.87  27.63  0.42  0.37  -0.57   2.83 LBNO #
-117.230 32.886 -28.40  27.80  0.33  0.47  -0.56   2.14 LBRF #
-117.238 32.881 -28.66  27.55  0.42  0.36  -0.56   2.82 LBSE #
-117.238 32.881 -28.68  27.65  0.41  0.34  -0.54   2.87 LBSW #
-117.879 46.820   3.10   3.91  0.38  0.34  -2.19  -2.04 LCR1 #
-123.107 44.634   5.94  11.53  0.20  0.17  -1.65  -2.97 LCSO #
-116.433 34.267  -9.80  10.23  0.13  0.12   3.37   1.03 LDES #
-116.209 34.699  -7.29   6.99  0.15  0.13   2.71  -3.10 LDSW #
-117.946 36.920  -7.91  10.24  0.57  0.49   1.76  -2.87 LEAD #
-118.872 34.825 -22.64  19.43  0.48  0.46   1.79  -0.18 LEBC #
-118.322 34.135 -24.88  24.34  0.15  0.13  -1.74   2.38 LEEP #
-120.308 39.581  -9.05  10.13  0.26  0.26   0.15  -2.45 LEMO #
-112.601 49.592   3.69   1.51  2.61  0.83  -1.80  -1.22 LETH #
-124.108 43.984   6.22  13.78  0.18  0.16   0.14  -2.65 LFLO #
-118.413 34.095 -25.13  25.11  0.14  0.11  -1.68   2.38 LFRS #
-117.764 33.641 -26.47  27.01  0.18  0.17  -0.49   2.40 LGWD #
-116.401 36.857  -4.93   4.39  0.30  0.25   1.79  -1.32 LICE #
-120.443 41.228  -3.67   8.85  0.16  0.17  -1.46  -2.20 LIKE #
-119.058 36.360 -10.64  14.40  0.25  0.18   1.20  -2.46 LIND #
-120.539 47.000   4.11   5.68  0.15  0.13  -2.39  -2.17 LINH #
-118.139 34.662 -17.41  19.09  0.14  0.13   2.03   0.52 LINJ #
-121.903 44.179   3.32  11.04  0.46  0.62  -3.02  -3.08 LINL #
-116.308 36.746  -5.02   4.27  0.21  0.17   1.92  -1.42 LITT #
-121.702 37.703 -13.65  17.55  0.11  0.09   1.98  -3.20 LIVM #
-118.868 34.808 -20.71  20.33  0.19  0.18   1.37   0.06 LJRN #
-121.831 47.944   5.97   6.40  0.15  0.14  -2.12  -1.98 LKCP #
-116.759 33.236 -25.42  25.52  0.47  0.30   0.04   1.70 LKHG #
-115.742 40.860  -2.69   2.94  0.39  0.29  -0.56  -1.41 LKN1 #
-120.347 42.172  -2.16   7.03  0.27  0.21  -2.29  -2.21 LKVW #
-117.835 34.485 -17.99  19.29  0.14  0.13   0.72   0.80 LL01 #
-117.838 34.586 -16.27  18.18  0.15  0.13   1.52   0.17 LLAS #
-112.933 43.723   0.21   1.72  0.21  0.20  -1.66  -1.25 LLRG #
-117.391 33.744 -24.10  24.16  0.24  0.22   0.00   2.54 LMHG #
-120.285 46.369   4.31   5.93  0.20  0.18  -2.38  -2.31 LMID #
-119.813 39.539  -7.69   9.54  0.23  0.26   0.11  -2.30 LMRR #
-117.445 33.817 -23.53  24.07  0.25  0.21  -0.08   2.32 LMSG #
-111.928 40.261  -1.82   2.15  0.15  0.13  -0.33  -0.64 LMUT #
-121.350 38.847 -11.35  12.44  0.15  0.13   1.06  -2.99 LNC1 #
-121.351 38.847 -11.29  12.43  0.15  0.14   1.06  -2.96 LNC2 #
-122.703 49.058   6.45   6.04  0.25  0.22  -2.13  -1.89 LNG2 #
-122.758 47.219   6.02   8.53  0.17  0.13  -1.08  -1.95 LNGB #
-119.752 41.785  -1.66   7.19  0.15  0.16  -1.86  -2.00 LNGV #
-116.940 35.090  -8.64  10.86  0.15  0.12   1.94  -0.82 LNMT #
-118.710 41.477  -2.21   5.33  0.20  0.22  -1.51  -1.70 LNRD #
-114.097 46.763   3.07   2.44  0.25  0.23  -1.92  -1.41 LOLO #
-120.447 34.691 -29.54  35.50  0.25  0.24  -2.61   1.10 LOMP #
-120.615 40.661  -5.00   9.86  0.31  0.31  -0.83  -2.35 LONC #
-118.003 34.112 -23.91  23.24  0.22  0.20  -1.46   2.19 LONG #
-118.115 36.553  -9.54  11.28  0.12  0.11   1.62  -0.75 LONP #
-117.754 34.133 -22.69  21.88  0.14  0.11  -1.00   2.13 LORS #
-119.774 41.074  -3.26   7.50  0.11  0.09  -1.35  -1.97 LOST #
-118.010 39.524  -4.40   5.28  0.36  0.23   0.21  -1.96 LOUD #
-117.546 34.315 -17.57  18.40  0.25  0.22   0.41   1.20 LPCG #
-117.957 34.027 -25.71  24.85  0.22  0.20  -1.07   2.23 LPHS #
-123.090 44.051   5.12  11.53  0.17  0.14  -2.21  -3.30 LPSB #
-122.244 37.875 -17.83  20.78  0.40  0.73   1.72  -3.17 LRA2 #
-122.240 37.878 -15.65  19.82  0.28  0.32   1.80  -3.26 LRA5 #
-122.286 37.913 -21.14  27.73  0.71  0.93   1.80  -3.17 LRA6 #
-113.499 44.242   1.05   2.42  0.23  0.23  -1.63  -1.21 LRID #
-118.030 34.527 -18.62  19.35  0.25  0.25   0.74   0.92 LRRG #
-121.690 47.695   5.80   6.86  0.17  0.18  -2.09  -2.02 LSIG #
-117.164 47.282   3.41   3.69  0.15  0.17  -2.18  -1.85 LTAH #
-112.833 49.694   3.24   1.92  0.19  0.19  -1.77  -1.28 LTHB #
-112.247 41.592  -0.70   1.59  0.15  0.13  -0.88  -0.83 LTUT #
-118.769 38.424  -7.54   9.29  0.14  0.12   0.55  -2.43 LUCK #
-119.285 38.988  -6.77   9.50  0.16  0.15   0.16  -2.31 LUDW #
-120.501 39.629  -9.54  10.60  0.32  0.39   0.16  -2.51 LUNC #
-113.475 38.008  -3.41   2.67  0.21  0.20   0.70  -0.84 LUND #
-121.865 37.287 -21.07  28.27  0.14  0.11   1.70  -2.22 LUTZ #
-119.232 40.515  -3.86   6.78  0.28  0.25  -1.08  -1.94 LUXO #
-119.378 41.070  -3.05   6.78  0.30  0.33  -1.46  -1.84 LVIL #
-119.104 34.734 -22.13  21.96  0.15  0.12  -1.77   1.11 LVMS #
-115.191 36.159  -4.26   3.62  0.31  0.29   1.83  -1.36 LVWD #
-124.054 46.278   9.21  13.69  0.24  0.22   1.14  -2.03 LWCK #
-117.002 46.373   3.21   3.35  0.16  0.15  -2.22  -1.89 LWST #
-120.185 39.669  -8.60   8.56  0.50  0.41   0.14  -2.40 LYAL #
-120.436 41.035  -4.16   8.72  0.25  0.20  -1.24  -2.21 MADE #
-118.437 40.707  -2.76   4.98  0.15  0.18  -1.55  -1.43 MAJU #
-113.122 34.390  -4.14   3.22  0.22  0.19   1.90  -0.70 MALP #
-117.181 38.503  -4.04   4.81  0.25  0.23   0.64  -2.06 MANH #
-109.718 40.996   0.47   1.74  0.20  0.17  -0.57  -0.42 MANI #
-111.780 36.450  -2.50   2.48  0.26  0.23   1.08  -0.44 MARB #
-119.801 38.677 -10.22  11.69  0.36  0.27   0.62  -2.44 MARK #
-119.548 41.605  -1.97   6.75  0.14  0.14  -1.73  -1.95 MASC #
-119.163 39.074  -6.98   9.50  0.10  0.08   0.07  -2.30 MASO #
-119.127 38.893  -6.74   9.78  0.22  0.18   0.13  -2.41 MASV #
-117.437 33.857 -23.10  23.71  0.13  0.11  -0.06   2.57 MAT2 #
-117.437 33.857 -24.03  23.79  0.35  0.28   0.17   2.95 MATH #
-106.187 41.904   0.60   1.55  0.20  0.18  -0.74  -0.18 MBWW #
-108.528 39.091  -1.03   1.33  0.13  0.12   0.01  -0.17 MC01 #
-108.974 38.684  -0.43   2.17  0.15  0.16   0.14  -0.17 MC04 #
-108.073 38.740  -0.33   1.69  0.16  0.15   0.07  -0.13 MC05 #
-108.558 38.243  -1.50   2.13  0.19  0.21   0.24  -0.16 MC09 #
-107.878 38.456  -0.50   2.00  0.27  0.23   0.15  -0.11 MC10 #
-122.880 38.145 -21.97  32.81  0.58  0.37  -0.19   0.04 MCCM #
-117.784 40.209  -3.93   4.69  0.12  0.13  -0.41  -1.56 MCKI #
-117.590 40.118  -4.95   4.89  0.18  0.19   1.26  -2.43 MCOY #
-109.465 49.978   2.70   1.18  0.42  0.24  -1.51  -0.97 MCRK #
-122.956 44.974   5.67  11.21  0.20  0.19  -1.60  -2.85 MCSO #
-110.724 50.009   3.10   1.70  0.21  0.26  -1.63  -1.07 MDHT #
-121.222 42.418   0.12   8.65  0.15  0.15  -2.71  -2.48 MDMT #
-121.130 44.664   3.86   7.99  0.19  0.18  -2.86  -2.84 MDRS #
-106.613 34.987  -1.18   2.19  0.40  0.41   0.72  -0.01 MDS1 #
-114.083 36.086  -4.37   3.49  0.15  0.19   1.64  -1.01 MEAD #
-110.674 50.039   3.08   1.60  0.22  0.21  -1.62  -1.07 MED1 #
-110.714 50.056   2.33   2.34  0.48  0.41  -1.61  -1.09 MED2 #
-120.759 36.187 -10.64  14.91  0.16  0.17   0.14  -1.57 MEE1 #
-120.767 36.181 -28.29  35.58  0.15  0.15   0.10  -1.54 MEE2 #
-115.979 36.633  -4.83   4.08  0.14  0.12   1.93  -1.50 MERC #
-115.704 35.694  -5.43   4.65  0.15  0.10   2.36  -1.82 MESQ #
-105.194 39.948  -0.35   1.52  0.34  0.35  -0.30  -0.07 MFLE #
-105.194 39.949  -0.05   1.12  0.20  0.17  -0.29  -0.07 MFTC #
-105.194 39.949  -0.11   1.13  0.19  0.18  -0.30  -0.07 MFTN #
-105.194 39.949   0.11   1.31  0.18  0.15  -0.31  -0.07 MFTS #
-105.194 39.949   0.06   1.31  0.18  0.17  -0.29  -0.07 MFTW #
-124.697 49.000   7.93   8.24  0.49  0.42  -1.17  -0.85 MGRB #
-121.643 37.342 -13.95  16.61  0.14  0.13   2.13  -2.69 MHCB #
-122.494 37.842 -20.88  30.00  0.23  0.18   0.67  -1.69 MHDL #
-118.244 33.939 -24.28  26.47  0.22  0.18  -1.26   2.24 MHMS #
-121.711 45.329   4.95   8.19  0.22  0.20  -2.39  -2.75 MHTL #
-118.911 38.522  -7.23  10.06  0.13  0.14   0.44  -2.47 MICH #
-120.459 35.922 -10.10  24.87  0.56  0.39  -0.31  -1.99 MIDA #
-111.907 40.621  -0.72   1.90  0.23  0.19  -0.49  -0.64 MIDV #
-120.351 34.038 -29.09  36.30  0.15  0.14  -1.68   1.31 MIG1 #
-113.155 38.307  -2.45   2.29  0.53  1.70   0.55  -0.86 MILF #
-118.126 34.137 -23.60  23.69  0.20  0.18  -1.42   1.91 MILK #
-118.064 40.652  -2.69   4.80  0.20  0.26  -1.56  -1.26 MILL #
-121.834 37.449 -18.28  22.30  0.21  0.19   1.92  -2.84 MILP #
-117.442 38.120  -4.20   5.26  0.16  0.34   0.78  -2.25 MILR #
-118.155 38.420  -4.98   6.39  0.12  0.11   0.64  -1.95 MINA #
-116.096 40.148  -3.29   3.54  0.12  0.11   0.29  -1.60 MINE #
-122.288 49.159   6.34   5.54  0.22  0.25  -2.20  -1.97 MIS1 #
-114.245 37.687  -3.71   2.90  0.17  0.25   0.94  -1.04 MISE #
-117.550 33.714 -25.64  25.80  0.17  0.14  -0.14   2.83 MJPK #
-124.589 48.371   9.33   9.00  0.21  0.20   0.50   0.01 MKAH #
-117.318 33.918 -22.31  22.82  0.13  0.11   0.16   2.49 MLFP #
-119.274 47.131   4.21   4.59  0.25  0.23  -2.31  -2.08 MLKE #
-120.401 39.625  -8.82  10.48  0.23  0.18   0.10  -2.44 MNDS #
-122.443 38.879 -11.70  18.88  0.20  0.19   1.26  -3.79 MNRC #
-120.303 41.902  -1.52   7.57  0.16  0.14  -2.05  -2.13 MODB #
-119.926 39.525  -6.78   8.84  0.45  0.79   0.05  -2.31 MOGL #
-120.604 39.684  -9.82  10.45  0.30  0.24   0.12  -2.61 MOHA #
-118.245 38.246  -5.59   7.45  0.23  0.26   0.83  -2.08 MOHO #
-115.412 40.711  -2.89   3.10  0.15  0.15  -0.44  -1.38 MOIL #
-122.420 37.947 -19.98  28.31  0.47  0.40   1.47  -3.18 MOLA #
-123.604 46.983   7.27   9.98  0.32  0.19   0.23  -1.82 MON3 #
-121.806 36.572 -27.74  35.26  0.13  0.09  -0.38   1.48 MON6 #
-121.867 37.485 -17.00  21.45  0.14  0.11   2.01  -3.00 MONB #
-116.716 39.148  -3.84   4.33  0.24  0.18   0.61  -1.96 MONI #
-119.120 37.898 -11.13  14.20  0.41  0.25   0.94  -2.30 MONO #
-116.422 32.892 -27.64  27.04  0.14  0.13   0.17   1.38 MONP #
-117.708 38.078  -4.52   5.41  0.09  0.11   0.73  -2.24 MONT #
-120.065 40.447  -5.16   8.56  0.10  0.11  -0.74  -2.18 MORG #
-117.070 40.303  -3.55   4.11  0.23  0.15   0.76  -2.00 MOUN #
-111.666 41.046   0.41   2.44  0.26  0.26  -0.65  -0.70 MOUT #
-109.468 49.990   2.59   1.73  1.22  0.71  -1.54  -0.94 MPCK #
-111.634 40.016  -0.59   2.10  0.21  0.16  -0.23  -0.58 MPUT #
-118.878 34.296 -25.67  28.47  0.13  0.12  -2.04   2.23 MPWD #
-117.882 34.175 -23.18  21.89  0.19  0.18  -1.15   1.72 MRDM #
-123.914 49.467   6.66   6.98  0.36  0.38  -1.80  -1.64 MRIB #
-121.742 46.785   5.06   7.45  0.25  0.21  -1.96  -2.23 MRSD #
-116.648 34.039 -13.94  14.78  0.19  0.17   2.27   2.03 MSC1 #
-121.925 37.556 -17.18  22.39  0.25  0.21   1.98  -3.02 MSHP #
-119.274 47.131   3.60   4.09  0.26  0.26  -2.38  -2.08 MSLK #
-117.210 34.231 -16.63  15.55  0.16  0.17   0.91   1.96 MSOB #
-114.109 46.929   2.97   2.54  0.13  0.13  -1.97  -1.42 MSOL #
-118.245 34.055 -26.12  23.86  0.13  0.09  -1.47   2.10 MTA1 #
-120.147 44.565   3.08   6.82  0.28  0.27  -2.76  -2.58 MTCL #
-112.316 48.643   2.95   2.12  0.38  0.35  -1.80  -1.21 MTCU #
-111.994 46.589   3.07   1.90  0.20  0.21  -1.73  -0.98 MTDT #
-108.600 45.746   2.08   1.20  0.13  0.14  -1.30  -0.58 MTEI #
-114.327 48.227   3.31   2.24  0.16  0.15  -1.97  -1.44 MTFV #
-116.647 33.199 -27.44  25.78  0.41  0.31   0.08   1.39 MTGG #
-106.793 48.370   1.83   1.38  0.38  0.33  -1.34  -0.70 MTGW #
-112.510 45.938   2.38   2.07  0.22  0.20  -1.68  -1.05 MTHC #
-108.780 48.546   2.33   0.90  0.41  0.37  -1.47  -0.85 MTHM #
-107.342 45.312   0.59   2.11  0.39  0.33  -1.24  -0.58 MTLG #
-110.505 47.951   2.69   1.98  0.33  0.36  -1.63  -0.93 MTLO #
-109.443 47.054   2.44   1.52  0.18  0.18  -1.46  -0.71 MTLW #
-105.797 46.447   1.40   1.28  0.38  0.39  -1.21  -0.56 MTMI #
-109.687 48.541   2.53   1.39  0.14  0.16  -1.57  -0.88 MTMS #
-112.336 48.071   2.72   2.09  0.40  0.35  -1.78  -1.20 MTPJ #
-111.045 45.661   2.15   1.77  0.15  0.17  -1.38  -0.30 MTSU #
-113.472 46.950   2.42   2.35  0.32  0.22  -1.90  -1.31 MTUM #
-122.100 37.417 -22.24  30.71  0.12  0.20   1.05  -1.70 MTVW #
-114.694 36.394  -4.57   3.43  0.14  0.12   1.67  -1.21 MUDD #
-119.648 39.878  -6.56   8.30  0.17  0.18  -0.24  -2.22 MULL #
-119.309 37.170 -10.63  13.28  0.14  0.13   0.79  -2.56 MUSB #
-119.096 34.262 -27.44  30.13  0.53  0.38  -2.45   2.29 MUSD #
-116.525 33.211 -25.72  24.39  0.15  0.13   0.62   1.63 MVFD #
-115.474 32.644 -16.18  23.75  0.51  0.48   0.98  -0.81 MXS1 #
-110.049 40.103   0.53   2.85  0.14  0.13  -0.27  -0.38 MYT2 #
-110.048 40.103   0.02   2.87  0.15  0.14  -0.28  -0.36 MYT5 #
-119.219 39.997  -5.03   7.11  0.12  0.11  -0.47  -2.14 NACH #
-112.230 41.016  -0.84   1.82  0.13  0.12  -0.67  -0.72 NAIU #
-123.938 49.164   8.01   8.19  0.20  0.26  -1.70  -1.49 NANA #
-123.897 49.107   7.58   7.59  0.28  0.32  -1.67  -1.46 NANI #
-124.086 49.295   7.77   7.54  0.12  0.12  -1.75  -1.48 NANO #
-119.283 39.255  -6.38   8.78  0.17  0.13   0.10  -2.23 NARR #
-110.532 36.687  -1.96   2.27  0.21  0.20   0.83  -0.29 NAVA #
-115.296 32.324 -16.44  26.12  0.26  0.23   1.55   0.33 NAYX #
-123.720 48.824   7.65   7.37  0.24  0.21  -1.52  -1.42 NCOW #
-114.619 34.768  -5.31   3.54  0.15  0.14   2.53  -1.47 NDAP #
-102.744 46.885   1.99   0.89  0.29  0.29  -1.07  -0.46 NDDI #
-101.330 48.416   1.54   0.90  0.16  0.18  -1.06  -0.49 NDMB #
-124.625 48.298  10.13   9.30  0.15  0.14   1.06   0.23 NEAH #
-101.531 40.061   0.65   1.76  0.28  0.24  -0.33  -0.03 NEBK #
-102.073 41.051   0.30   1.86  0.34  0.32  -0.46  -0.07 NEBS #
-101.644 40.508   0.49   1.09  0.25  0.30  -0.40  -0.05 NEIM #
-114.796 35.714  -5.30   2.83  0.14  0.13   2.02  -1.37 NELS #
-101.713 41.123   0.65   1.59  0.22  0.22  -0.49  -0.07 NEOG #
-103.661 41.827   0.64   0.95  0.15  0.16  -0.62  -0.13 NESC #
-116.310 36.850  -4.82   4.40  0.17  0.14   1.82  -1.51 NEVA #
-124.062 44.585   7.80  13.77  0.25  0.20   0.42  -1.93 NEWP #
-117.509 39.686  -5.02   4.46  0.13  0.11   1.45  -2.03 NEWS #
-118.711 39.422  -6.51   7.38  0.52  0.34   0.24  -2.15 NFLN #
-119.405 42.306  -0.79   6.46  0.34  0.25  -2.14  -2.04 NGWN #
-119.141 34.499 -24.21  23.31  0.14  0.12  -2.52   1.84 NHRG #
-121.797 47.495   5.22   6.68  0.21  0.24  -1.99  -2.03 NINT #
-120.538 35.091 -26.68  35.93  0.24  0.25  -2.57   0.81 NIPO #
-105.263 39.995  -0.02   1.66  0.30  0.30  -0.29  -0.07 NISA #
-105.263 39.995  -0.07   1.52  0.19  0.19  -0.30  -0.07 NIST #
-105.262 39.995  -0.20   1.65  0.30  0.29  -0.32  -0.05 NISU #
-106.776 34.643  -1.04   1.94  0.21  0.20   0.74  -0.11 NMBL #
-104.228 32.376  -1.12   3.00  0.33  0.34   0.55  -0.12 NMCB #
-107.758 32.266  -1.45   1.78  0.39  0.35   0.93  -0.20 NMD1 #
-107.726 32.267  -1.81   2.21  0.16  0.16   0.94  -0.20 NMDE #
-107.930 35.217  -1.60   2.22  0.16  0.15   0.77  -0.12 NMGR #
-103.127 32.705  -0.96   2.33  0.21  0.19   0.45  -0.08 NMHB #
-107.162 32.666  -2.09   2.05  0.39  0.33   0.80  -0.17 NMHT #
-106.725 35.611  -1.66   2.10  0.35  0.26   0.62  -0.08 NMJZ #
-106.755 32.280  -1.72   2.43  0.23  0.18   0.80  -0.17 NMLC #
-107.372 35.040  -1.67   1.81  0.19  0.19   0.76  -0.12 NMLG #
-106.043 34.992  -0.91   1.66  0.16  0.17   0.64  -0.05 NMMY #
-104.589 33.395  -1.25   2.03  0.14  0.13   0.52  -0.08 NMRO #
-106.685 35.311  -1.57   1.52  0.30  0.28   0.70  -0.09 NMRR #
-106.020 35.638  -1.44   2.04  0.28  0.21   0.52  -0.06 NMSA #
-105.959 35.674  -0.88   1.89  0.15  0.14   0.50  -0.05 NMSF #
-106.745 32.274  -1.76   2.21  0.21  0.17   0.79  -0.16 NMSU #
-117.570 33.920 -23.07  23.60  0.14  0.12  -0.33   2.64 NOCO #
-111.630 45.597   2.42   1.56  0.15  0.15  -1.57  -0.58 NOMT #
-115.985 35.969  -5.38   4.66  0.17  0.14   2.34  -1.70 NOPE #
-118.348 33.980 -24.45  26.59  0.19  0.17  -1.41   2.48 NOPK #
-119.320 38.886  -7.36   9.88  0.12  0.10   0.23  -2.37 NORD #
-117.536 39.582  -4.97   4.39  0.15  0.15   1.45  -1.96 NPAS #
-112.828 43.597   0.21   1.72  0.23  0.26  -1.66  -1.28 NPRG #
-116.973 32.579 -28.24  28.18  0.13  0.11  -0.22   1.96 NSSS #
-122.246 37.963 -15.85  28.30  0.48  0.73   1.87  -3.78 NUNE #
-116.464 36.448  -5.15   5.48  0.40  0.37   2.95  -2.06 NVAG #
-115.159 37.370  -3.98   3.38  0.18  0.17   1.23  -1.26 NVAL #
-123.107 49.322   6.50   6.22  0.35  0.31  -2.07  -1.84 NVAN #
-114.854 35.973  -5.21   3.16  0.43  0.37   3.42  -1.21 NVB1 #
-114.854 35.973  -5.41   2.82  0.47  0.39   3.47  -1.23 NVBC #
-115.158 35.970  -5.15   3.18  0.15  0.14   2.19  -1.57 NVBM #
-115.172 36.220  -5.42   3.46  0.17  0.14   2.10  -1.47 NVCA #
-119.765 39.181  -7.68  11.51  0.48  0.38   0.11  -2.26 NVCC #
-114.892 36.795  -3.60   3.53  0.29  0.23   1.49  -1.22 NVCO #
-115.288 36.077  -5.98   3.74  0.41  0.37   3.71  -1.32 NVDB #
-118.798 39.475  -4.88   8.00  0.36  0.33   0.10  -2.17 NVFN #
-115.021 36.112  -5.23   3.79  0.36  0.34   2.42  -1.27 NVFW #
-114.523 36.673  -3.74   2.43  0.34  0.34   1.47  -1.33 NVGL #
-114.983 36.030  -5.67   3.15  0.41  0.41   3.38  -1.25 NVH1 #
-115.100 35.977  -5.73   3.24  0.48  0.35   3.63  -1.31 NVH2 #
-115.646 36.578  -4.28   3.74  0.28  0.26   1.92  -1.38 NVIS #
-114.927 36.390  -5.48   3.12  0.51  0.39   2.73  -1.13 NVKP #
-115.190 36.097  -5.22   3.25  0.40  0.34   3.56  -1.28 NVL1 #
-114.580 35.171  -4.87   3.29  0.17  0.15   2.34  -1.51 NVLA #
-114.813 36.070  -4.91   3.11  0.16  0.14   1.97  -1.37 NVLM #
-115.185 36.084  -5.88   4.01  0.35  0.30   3.23  -1.31 NVLV #
-114.091 36.810  -3.89   2.95  0.96  0.46   1.92  -0.84 NVM1 #
-114.411 36.533  -3.31   3.06  0.34  0.28   1.72  -1.03 NVMV #
-115.126 36.212  -5.42   3.36  0.47  0.37   3.29  -1.22 NVNL #
-114.448 36.542  -4.47   3.37  0.44  0.39   2.45  -0.97 NVOV #
-114.451 37.937  -3.96   2.93  0.17  0.16   0.84  -1.15 NVPI #
-115.496 35.956  -5.56   4.85  0.21  0.18   2.31  -1.52 NVPO #
-114.922 36.025  -4.97   3.23  0.32  0.28   2.81  -1.25 NVRM #
-114.921 35.466  -4.95   3.93  0.18  0.18   2.35  -1.54 NVSL #
-119.702 39.529  -6.93  10.13  0.36  0.29  -0.04  -2.22 NVSP #
-114.403 38.917  -3.28   2.90  0.19  0.15   0.43  -1.19 NVSV #
-115.329 36.099  -5.12   3.58  0.15  0.14   2.19  -1.56 NVTP #
-114.716 36.725  -4.70   3.51  0.26  0.25   1.64  -1.16 NVWS #
-122.976 45.300   6.22  11.34  0.18  0.15  -1.40  -2.74 NWBG #
-122.942 49.200   6.93   5.37  0.23  0.28  -2.08  -1.86 NWE3 #
-105.591 40.055   0.15   1.51  0.34  0.26  -0.30  -0.09 NWOT #
